ID,name,Make,Model,Version,Price,Link,Model Date,Km Run,Energy,Engine Type,City,Color,Assembly,EngineCapacity,image1,image2,image3,image4,image5,Features
29,"
Mitsubishi Pajero  1990 Exceed 2.5D for Sale",Mitsubishi,Pajero,2.5D,"
PKR 9.75 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1990-for-sale-in-islamabad-3163119,1990,"

123,456 km","

Petrol","

Manual",Islamabad,Blue,Imported,2500 cc,https://cache3.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1990-28020751.jpg,https://cache1.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1990-28020730.jpg,https://cache4.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1990-28020727.jpg,https://cache4.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1990-28020731.jpg,https://cache3.pakwheels.com/ad_pictures/2802/mitsubishi-pajero-exceed-2-5d-1990-28020728.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

30,"
Mitsubishi Pajero  1993 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Exceed Automatic 2.8D,"
PKR 17 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1993-for-sale-in-islamabad-3263360,1993,"

117,000 km","

Diesel","

Automatic",Lahore,Silver,Imported,2800 cc,https://cache4.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-exceed-2-8d-automatic-1993-29174259.jpg,https://cache1.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-exceed-2-8d-automatic-1993-29176480.jpg,https://cache4.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-exceed-2-8d-automatic-1993-29176458.jpg,https://cache2.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-exceed-2-8d-automatic-1993-29176459.jpg,https://cache1.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-exceed-2-8d-automatic-1993-29176457.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

31,"
Mitsubishi Pajero  1994  for Sale",Mitsubishi,Pajero,,"
PKR 14.75 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1994-for-sale-in-islamabad-3263320,1994,"

136,000 km","

Petrol","

Automatic",Karachi,Red,Imported,3500 cc,https://cache4.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1994-29173819.jpg,https://cache3.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1994-29173817.jpg,https://cache1.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1994-29173818.jpg,https://cache3.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1994-29173820.jpg,https://cache1.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1994-29173821.jpg,"['ABS', 'AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

32,"
Mitsubishi Pajero  1997  for Sale",Mitsubishi,Pajero,,"
PKR 16.9 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1997-for-sale-in-lahore-3263127,1997,"

185,300 km","

Petrol","

Automatic",Lahore,Navy,Imported,3500 cc,https://cache2.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1997-29171705.jpg,https://cache1.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1997-29171706.jpg,https://cache2.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1997-29171707.jpg,https://cache1.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1997-29171708.jpg,https://cache1.pakwheels.com/ad_pictures/2917/mitsubishi-pajero-1997-29171709.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'Climate Control', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear AC Vents', 'Rear speakers', 'Sun Roof']"

33,"
Mitsubishi Pajero  1996  for Sale",Mitsubishi,Pajero,,"
PKR 12.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1996-for-sale-in-peshawar-3221785,1996,"

460,000 km","

Diesel","

Automatic",Karachi,White,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2869/mitsubishi-pajero-1996-28693605.jpg,https://cache3.pakwheels.com/ad_pictures/2869/mitsubishi-pajero-1996-28693606.jpg,https://cache4.pakwheels.com/ad_pictures/2869/mitsubishi-pajero-1996-28693619.jpg,https://cache3.pakwheels.com/ad_pictures/2869/mitsubishi-pajero-1996-28693622.jpg,https://cache1.pakwheels.com/ad_pictures/2869/mitsubishi-pajero-1996-28693627.jpg,"['AM/FM Radio', 'Alloy Rims', 'CD Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

34,"
Mitsubishi Pajero  1985  for Sale",Mitsubishi,Pajero,,"
PKR 7 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1985-for-sale-in-islamabad-3262963,1985,"

200,000 km","

Diesel","

Manual",Islamabad,White,Local,2400 cc,https://cache2.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-1985-29169826.jpg,https://cache1.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-1985-29169827.jpg,,,,"['AM/FM Radio', 'Power Steering', 'Power Windows', 'Sun Roof']"

35,"
Mitsubishi Pajero  1986 Exceed 2.5D for Sale",Mitsubishi,Pajero,2.5D,"
PKR 11.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1986-for-sale-in-karachi-3262687,1986,"

110,000 km","

Petrol","

Automatic",Karachi,Gold,Imported,2500 cc,https://cache2.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1986-29167231.jpg,https://cache2.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1986-29167226.jpg,https://cache1.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1986-29167230.jpg,https://cache3.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1986-29167228.jpg,https://cache1.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1986-29167200.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'Climate Control', 'DVD Player', 'Front Speakers', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear AC Vents', 'Rear speakers', 'Steering Switches', 'Sun Roof', 'USB and Auxillary Cable']"

36,"
Mitsubishi Pajero  1984 Exceed 2.4 for Sale",Mitsubishi,Pajero,2.4,"
PKR 7 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1984-for-sale-in-karachi-3262385,1984,"

300,000 km","

Diesel","

Automatic",Karachi,Grey,Local,2400 cc,https://cache1.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-4-1984-29163618.jpg,https://cache4.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-4-1984-29163619.jpg,https://cache4.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-4-1984-29163620.jpg,https://cache1.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-4-1984-29163621.jpg,https://cache1.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-4-1984-29163622.jpg,"['Air Conditioning', 'Alloy Rims', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

37,"
Mitsubishi Pajero  1989 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 12 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1989-for-sale-in-muzaffarabad-3262382,1989,"

23,688 km","

Diesel","

Manual",Islamabad,Silver,Imported,2500 cc,https://cache3.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1989-29163683.jpg,https://cache4.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1989-29163685.jpg,https://cache3.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1989-29163698.jpg,https://cache1.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1989-29163704.jpg,https://cache4.pakwheels.com/ad_pictures/2916/mitsubishi-pajero-exceed-2-5d-1989-29163705.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

38,"
Mitsubishi Pajero  1991 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Automatic 2.8D,"
PKR 13 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1991-for-sale-in-rawalpindi-3262059,1991,"

90,000 km","

Diesel","

Automatic",Lahore,Silver,Imported,2400 cc,https://cache1.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-1991-29159933.jpg,https://cache4.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-1991-29159782.jpg,https://cache4.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-1991-29159931.jpg,https://cache4.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-1991-29159930.jpg,https://cache4.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-1991-29159927.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

39,"
Mitsubishi Pajero  2005 GLX 2.8D for Sale",Mitsubishi,Pajero,GLX 2.8D,"
PKR 32 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2005-for-sale-in-karachi-3242150,2005,"

124,000 km","

Diesel","

Automatic",Karachi,White,Imported,2800 cc,https://cache2.pakwheels.com/ad_pictures/2892/mitsubishi-pajero-gls-automatic-ltd-2005-28928652.jpg,https://cache4.pakwheels.com/ad_pictures/2892/mitsubishi-pajero-gls-automatic-ltd-2005-28928651.jpg,https://cache2.pakwheels.com/ad_pictures/2892/mitsubishi-pajero-gls-automatic-ltd-2005-28928654.jpg,https://cache1.pakwheels.com/ad_pictures/2892/mitsubishi-pajero-gls-automatic-ltd-2005-28928655.jpg,https://cache3.pakwheels.com/ad_pictures/2892/mitsubishi-pajero-gls-automatic-ltd-2005-28928656.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

40,"
Mitsubishi Pajero  2009 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Automatic 2.8D,"
PKR 18.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2009-for-sale-in-lahore-3261789,2009,"

100,000 km","

Petrol","

Automatic",Lahore,Gold,Imported,3000 cc,https://cache3.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-2009-29157211.jpg,https://cache3.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-2009-29157220.jpg,https://cache2.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-2009-29157221.jpg,https://cache4.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-2009-29157222.jpg,https://cache1.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-exceed-2-8d-automatic-2009-29157223.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Climate Control', 'Front Speakers', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear AC Vents', 'Rear Camera', 'Rear Seat Entertainment', 'Rear speakers', 'Sun Roof', 'USB and Auxillary Cable']"

41,"
Mitsubishi Pajero  2002 GLX 3.2D for Sale",Mitsubishi,Pajero,3.2D,"
PKR 23.85 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2002-for-sale-in-rawalpindi-3261193,2002,"

142,000 km","

Diesel","

Automatic",Islamabad,Silver,Imported,3200 cc,https://cache4.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-gls-d-2002-29150182.jpg,https://cache1.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-gls-d-2002-29150192.jpg,https://cache2.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-gls-d-2002-29150183.jpg,https://cache4.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-gls-d-2002-29150185.jpg,https://cache4.pakwheels.com/ad_pictures/2915/mitsubishi-pajero-gls-d-2002-29150188.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

42,"
Mitsubishi Pajero  1996 Exceed 2.8D for Sale",Mitsubishi,Pajero,Exceed 2.8D,"
PKR 14.25 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1996-for-sale-in-lahore-2756034,1996,"

396,000 km","

Diesel","

Manual",Rawalpindi,Blue,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2369/mitsubishi-pajero-intercooler-1996-23692114.jpg,https://cache3.pakwheels.com/ad_pictures/2369/mitsubishi-pajero-intercooler-1996-23692110.jpg,https://cache1.pakwheels.com/ad_pictures/2369/mitsubishi-pajero-intercooler-1996-23692111.jpg,https://cache4.pakwheels.com/ad_pictures/2369/mitsubishi-pajero-intercooler-1996-23692113.jpg,https://cache1.pakwheels.com/ad_pictures/2369/mitsubishi-pajero-intercooler-1996-23692115.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

43,"
Mitsubishi Pajero  1997 Exceed 2.8D for Sale",Mitsubishi,Pajero,2.8D,"
PKR 17.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1997-for-sale-in-islamabad-3211733,1997,"

148,000 km","

Petrol","

Automatic",Lahore,Silver,Imported,3000 cc,https://cache2.pakwheels.com/ad_pictures/2857/mitsubishi-pajero-intercooler-1997-28575124.jpg,https://cache4.pakwheels.com/ad_pictures/2857/mitsubishi-pajero-intercooler-1997-28575125.jpg,https://cache1.pakwheels.com/ad_pictures/2857/mitsubishi-pajero-intercooler-1997-28575155.jpg,https://cache1.pakwheels.com/ad_pictures/2857/mitsubishi-pajero-intercooler-1997-28575156.jpg,https://cache1.pakwheels.com/ad_pictures/2857/mitsubishi-pajero-intercooler-1997-28575157.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'DVD Player', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

44,"
Mitsubishi Pajero  1997 Exceed 3.5 for Sale",Mitsubishi,Pajero,Exceed 3.5,"
PKR 14 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1997-for-sale-in-lahore-3261016,1997,"

64,000 km","

Petrol","

Automatic",Karachi,Silver,Imported,3500 cc,https://cache3.pakwheels.com/ad_pictures/2914/mitsubishi-pajero-exceed-3-5-1997-29147789.jpg,https://cache3.pakwheels.com/ad_pictures/2914/mitsubishi-pajero-exceed-3-5-1997-29147790.jpg,https://cache2.pakwheels.com/ad_pictures/2914/mitsubishi-pajero-exceed-3-5-1997-29147788.jpg,https://cache4.pakwheels.com/ad_pictures/2914/mitsubishi-pajero-exceed-3-5-1997-29147786.jpg,https://cache1.pakwheels.com/ad_pictures/2914/mitsubishi-pajero-exceed-3-5-1997-29147787.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'DVD Player', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

45,"
Mitsubishi Pajero  1991 Exceed 2.4 for Sale",Mitsubishi,Pajero,2.4,"
PKR 14.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1991-for-sale-in-islamabad-3170135,1991,"

34,000 km","

Diesel","

Manual",Islamabad,White,Imported,2400 cc,https://cache4.pakwheels.com/ad_pictures/2810/mitsubishi-pajero-exceed-2-4-1991-28101849.jpg,https://cache4.pakwheels.com/ad_pictures/2855/mitsubishi-pajero-exceed-2-4-1991-28557423.jpg,https://cache1.pakwheels.com/ad_pictures/2810/mitsubishi-pajero-exceed-2-4-1991-28101850.jpg,https://cache3.pakwheels.com/ad_pictures/2810/mitsubishi-pajero-exceed-2-4-1991-28101851.jpg,https://cache2.pakwheels.com/ad_pictures/2810/mitsubishi-pajero-exceed-2-4-1991-28101852.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'Power Steering', 'Rear speakers', 'USB and Auxillary Cable']"

46,"
Mitsubishi Pajero  1992 Exceed 3.5 for Sale",Mitsubishi,Pajero,3.5,"
PKR 12.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-peshawar-3100251,1992,"

120,000 km","

Petrol","

Automatic",Peshawar,Red,Imported,3500 cc,https://cache2.pakwheels.com/ad_pictures/2731/mitsubishi-pajero-exceed-3-5-1992-27319463.jpg,https://cache4.pakwheels.com/ad_pictures/2731/mitsubishi-pajero-exceed-3-5-1992-27319470.jpg,https://cache2.pakwheels.com/ad_pictures/2731/mitsubishi-pajero-exceed-3-5-1992-27319457.jpg,https://cache2.pakwheels.com/ad_pictures/2731/mitsubishi-pajero-exceed-3-5-1992-27319465.jpg,https://cache2.pakwheels.com/ad_pictures/2731/mitsubishi-pajero-exceed-3-5-1992-27319464.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

47,"
Mitsubishi Pajero  2002 GLX 3.2D for Sale",Mitsubishi,Pajero,GLX 3.2D,"
PKR 26 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2002-for-sale-in-islamabad-3246262,2002,"

165,000 km","

Diesel","

Automatic",Islamabad,White,Imported,3200 cc,https://cache1.pakwheels.com/ad_pictures/2897/mitsubishi-pajero-gls-d-2002-28978154.jpg,https://cache1.pakwheels.com/ad_pictures/2897/mitsubishi-pajero-gls-d-2002-28977830.jpg,https://cache3.pakwheels.com/ad_pictures/2897/mitsubishi-pajero-gls-d-2002-28978155.jpg,https://cache2.pakwheels.com/ad_pictures/2897/mitsubishi-pajero-gls-d-2002-28977843.jpg,https://cache2.pakwheels.com/ad_pictures/2897/mitsubishi-pajero-gls-d-2002-28977833.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Climate Control', 'DVD Player', 'Front Speakers', 'Immobilizer Key', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear AC Vents', 'Rear Camera', 'Rear speakers', 'Sun Roof']"

48,"
Mitsubishi Pajero  1994 Exceed 3.5 for Sale",Mitsubishi,Pajero,3.5,"
PKR 20 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1994-for-sale-in-islamabad-3259249,1994,"

135,000 km","

Petrol","

Automatic",Islamabad,Silver,Imported,3500 cc,https://cache1.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-3-5-1994-29128676.jpg,https://cache4.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-3-5-1994-29128680.jpg,https://cache2.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-3-5-1994-29128677.jpg,https://cache4.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-3-5-1994-29128678.jpg,https://cache3.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-3-5-1994-29128679.jpg,"['ABS', 'AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Cassette Player', 'CoolBox', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

49,"
Mitsubishi Pajero  1997 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Automatic 2.8D,"
PKR 14 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1997-for-sale-in-gujrat-3242007,1997,"

70,000 km","

Diesel","

Automatic",Lahore,Navy,Imported,2800 cc,,,,,,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

50,"
Mitsubishi Pajero  1992 Exceed 2.4 for Sale",Mitsubishi,Pajero,Exceed 2.4,"
PKR 13 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1992-for-sale-in-lahore-3259006,1992,"

216,000 km","

Diesel","

Manual",Lahore,Unlisted,Imported,2400 cc,https://cache2.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-2-4-1992-29126036.jpg,https://cache1.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-2-4-1992-29126039.jpg,https://cache2.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-2-4-1992-29126042.jpg,https://cache4.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-2-4-1992-29126038.jpg,https://cache3.pakwheels.com/ad_pictures/2912/mitsubishi-pajero-exceed-2-4-1992-29126037.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

51,"
Mitsubishi Pajero  1991 Exceed 2.5D for Sale",Mitsubishi,Pajero,Exceed 2.5D,"
PKR 9.75 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1991-for-sale-in-lahore-3229214,1991,"

150,000 km","

Diesel","

Manual",Lahore,White,Imported,2500 cc,https://cache1.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-5d-1991-28779590.jpg,https://cache1.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-5d-1991-28779589.jpg,https://cache2.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-5d-1991-28779595.jpg,https://cache1.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-5d-1991-28779591.jpg,https://cache3.pakwheels.com/ad_pictures/2877/mitsubishi-pajero-exceed-2-5d-1991-28779594.jpg,"['AM/FM Radio', 'Cassette Player', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows']"

52,"
Mitsubishi Pajero  1994 Exceed Automatic 2.8D ...",Mitsubishi,Pajero,Automatic 2.8D,"
PKR 17.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-1994-for-sale-in-islamabad-3216707,1994,"

214,375 km","

Diesel","

Automatic",Islamabad,Silver,Imported,2800 cc,https://cache4.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1994-28633601.jpg,https://cache3.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1994-28633593.jpg,https://cache4.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1994-28633603.jpg,https://cache3.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1994-28633598.jpg,https://cache4.pakwheels.com/ad_pictures/2863/mitsubishi-pajero-exceed-2-8d-automatic-1994-28633602.jpg,"['AM/FM Radio', 'Air Bags', 'Air Conditioning', 'Alloy Rims', 'Cassette Player', 'Keyless Entry', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sun Roof']"

53,"
Mitsubishi Pajero  2001  for Sale",Mitsubishi,Pajero,,"
PKR 23.5 lacs",https://www.pakwheels.com/used-cars/mitsubishi-pajero-2001-for-sale-in-islamabad-3204864,2001,"

179,000 km","

Diesel","

Manual",Islamabad,Silver,Imported,2800 cc,https://cache3.pakwheels.com/ad_pictures/2849/mitsubishi-pajero-2001-28496227.jpg,https://cache1.pakwheels.com/ad_pictures/2849/mitsubishi-pajero-2001-28496228.jpg,https://cache3.pakwheels.com/ad_pictures/2849/mitsubishi-pajero-2001-28496229.jpg,https://cache3.pakwheels.com/ad_pictures/2849/mitsubishi-pajero-2001-28496230.jpg,https://cache3.pakwheels.com/ad_pictures/2849/mitsubishi-pajero-2001-28496231.jpg,"['AM/FM Radio', 'Air Conditioning', 'Alloy Rims', 'CD Player', 'Climate Control', 'DVD Player', 'Front Speakers', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear AC Vents', 'Rear Camera', 'Rear speakers', 'USB and Auxillary Cable']"
